PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2016-04-28 08:15:15,smirnova-ei,3,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_нов",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,173kb,
2016-04-28 08:17:22,nozdrina,9,3,219_42_HP_CLJ_5525,"Паспорт_мама все стр..pdf",NOZDRINA-TK,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,15438kb,
2016-04-28 08:18:47,nozdrina,1,3,219_42_HP_CLJ_5525,"Полис ОМС.pdf",NOZDRINA-TK,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1813kb,
2016-04-28 08:19:20,nozdrina,1,3,219_42_HP_CLJ_5525,"Полис ОМС_2.pdf",NOZDRINA-TK,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1899kb,
2016-04-28 08:23:30,zharkov-sv,3,1,102_38_HP_CLJ_5525,"Microsoft Word - Отчет о выполнении требований Приказа 179(12848817_Л41-I-20-9_21_04_2016)",ZHARKOV-SV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,91kb,
2016-04-28 08:27:58,anokhin-iv,36,1,102_38_HP_CLJ_5525,"Microsoft Word - 2704 Проект Инструкция_по_предотвращению_развития_и_ликвидации_нарушений_нормального_режима_электрической_части_ЕЭС_России",ANOKHIN-IV,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,1500kb,
2016-04-28 08:28:43,smirnova-ei,2,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_нов",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,98kb,
2016-04-28 08:35:02,smirnova-ei,2,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_нов",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,97kb,
2016-04-28 08:42:06,kangun,1,1,082_42_HP_9050,"Microsoft Word - 1_ПЗ_Отчетность_ГОСА(12844775_18_20_04_2016)",KANGUN-RV1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,93kb,
2016-04-28 08:42:12,tsyplakova-in,7,1,082_42_HP_9050,"Microsoft Word - ОТЧЕТ за 12 мес 2015 года (выгружено на портал)",TSYPLAKOVA-IN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,252kb,
2016-04-28 08:46:44,kangun,1,1,082_42_HP_9050,"statement.pdf",KANGUN-RV1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,285kb,
2016-04-28 08:51:34,malinin-da,1,1,102_38_HP_CLJ_5525,"219429294_51595538_0_МАЛИНИН.pdf",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,265kb,
2016-04-28 08:51:47,malinin-da,1,1,102_38_HP_CLJ_5525,"219429294_51595538_1_%d0%9c%d0%90%d0%9b%d0%98%d0%9d%d0%98%d0%9d.pdf",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,371kb,
2016-04-28 08:52:02,malinin-da,1,1,102_38_HP_CLJ_5525,"219429294_51595538_1_МАЛИНИН.pdf",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,371kb,
2016-04-28 08:58:36,goncharova-dg,1,1,231_42_HP_CLJ_5525,"Группа крови.pdf",GONCHAROVA-DG2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,366kb,
2016-04-28 09:00:42,smirnova-ei,1,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_Письмо_механизмы импортозамещения в ТЭК",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,126kb,
2016-04-28 09:00:52,smirnova-ei,2,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_Приложение к письму_импортозамещение",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,93kb,
2016-04-28 09:03:58,yagotintseva-ea,1,1,085_42_HP_5550,"КИ ГКПЗ(12818021_вх-8210_18_04_2016)(12892782_124_19_04_2016).xlsx",YAGOTINTSEVA-EA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,71kb,
2016-04-28 09:04:35,yagotintseva-ea,3,1,085_42_HP_5550,"Microsoft Word - Лист согласования 124",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,120kb,
2016-04-28 09:06:00,strueva-la,1,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ППВ ручной по показателю_ №15 от 22-10-2015_2016_ПЭП_На начало года_28-04-2016 09-00-361",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,91kb,
2016-04-28 09:06:32,kuzminykh,3,1,012_38_HP_CM_6040,"Microsoft Word - Председателю Правления Аюеву Б_И_ (регламентация Филиала ТАУ)(12888291_вр - 1606_27_04_2016).docx",KUZMINYKH-SI2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,67kb,
2016-04-28 09:06:36,strueva-la,1,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ППВ ручной по показателю_ №16 от 22-10-2015_2016_ПЭП_На начало года_28-04-2016 09-06-241",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,93kb,
2016-04-28 09:07:04,strueva-la,1,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ППВ ручной по показателю_ №17 от 22-10-2015_2016_ПЭП_На начало года_28-04-2016 09-06-501",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,91kb,
2016-04-28 09:07:55,strueva-la,1,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ППВ ручной по показателю_ №18 от 22-10-2015_2016_ПЭП_На начало года_28-04-2016 09-07-411",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,79kb,
2016-04-28 09:10:15,baramygina,2,1,102_38_HP_CLJ_5525,"Microsoft Word - Разрешенные и действующие заявки 29042016",BARAMYGINA-VI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,173kb,
2016-04-28 09:13:45,sozinova-av,1,1,026_42_HP_CM_6040,"февраль акт.pdf",SOZINOVA-AV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,772kb,
2016-04-28 09:16:12,melikova,11,1,018_38_HP_CM_6040,"Microsoft Word - П385 от 01.12.2011_прил_АР.docx",MELIKOVA-EV1,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,306kb,
2016-04-28 09:16:39,baramygina,3,1,102_38_HP_CLJ_5525,"Microsoft Word - Разрешенные и действующие заявки 29042016",BARAMYGINA-VI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,232kb,
2016-04-28 09:16:50,yagotintseva-ea,3,1,085_42_HP_5550,"ПЗ_ПР ДС уборка.pdf",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,3865kb,
2016-04-28 09:17:57,yagotintseva-ea,3,1,085_42_HP_5550,"ПЗ_ПР ДС уборка.pdf",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,3865kb,
2016-04-28 09:18:01,strueva-la,3,1,018_38_HP_CM_6040,"2_Кузбасское РДУ_Данные для расчета СВ №k0000000003 от 29-10-2015_2016_ПЭП_На начало года_28-04-2016 09-16-271",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,301kb,
2016-04-28 09:18:58,strueva-la,3,1,018_38_HP_CM_6040,"2_Красноярское РДУ_Данные для расчета СВ №Kr000000003 от 29-10-2015_2016_ПЭП_На начало года_28-04-2016 09-18-351",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,324kb,
2016-04-28 09:19:45,strueva-la,3,1,018_38_HP_CM_6040,"2_Новосибирское РДУ_Данные для расчета СВ №N0000000003 от 29-10-2015_2016_ПЭП_На начало года_28-04-2016 09-19-231",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,359kb,
2016-04-28 09:20:12,yagotintseva-ea,2,1,085_42_HP_5550,"ПЗ_ПР буфет.pdf",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,3698kb,
2016-04-28 09:20:45,strueva-la,3,1,018_38_HP_CM_6040,"2_Алтайское РДУ_Данные для расчета СВ №A0000000003 от 29-10-2015_2016_ПЭП_На начало года_28-04-2016 09-20-251",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,320kb,
2016-04-28 09:23:54,yagotintseva-ea,2,1,085_42_HP_5550,"Microsoft Word - вх-8210(12818023_вх-8210_18_04_2016)",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,224kb,
2016-04-28 09:24:31,strueva-la,3,1,018_38_HP_CM_6040,"2_Иркутское РДУ_Данные для расчета СВ №I0000000003 от 29-10-2015_2016_ПЭП_На начало года_28-04-2016 09-23-491",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,365kb,
2016-04-28 09:25:28,strueva-la,3,1,018_38_HP_CM_6040,"2_Забайкальское РДУ_Данные для расчета СВ №Z0000000003 от 29-10-2015_2016_ПЭП_На начало года_28-04-2016 09-25-081",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,288kb,
2016-04-28 09:27:18,zharkov-sv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - Документ3",ZHARKOV-SV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,51kb,
2016-04-28 09:30:15,strueva-la,2,1,018_38_HP_CM_6040,"2_Бурятское РДУ_Данные для расчета СВ №B0000000003 от 29-10-2015_2016_ПЭП_На начало года_28-04-2016 09-25-541",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,284kb,
2016-04-28 09:31:13,strueva-la,2,1,018_38_HP_CM_6040,"2_Хакасское РДУ_Данные для расчета СВ №H0000000003 от 29-10-2015_2016_ПЭП_На начало года_28-04-2016 09-30-461",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,281kb,
2016-04-28 09:32:27,strueva-la,7,1,018_38_HP_CM_6040,"2_ОДУ Сибири_Данные для расчета СВ №46 от 29-10-2015_2016_ПЭП_На начало года_28-04-2016 09-31-571",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2016-04-28 09:32:55,baturina,1,1,013_38_HP_CM_6040,"1_Таблица 2_2017_ОДУ1 и ОДУ2_печать.xlsx",BATURINA-EM,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,100kb,
2016-04-28 09:33:17,strueva-la,3,1,018_38_HP_CM_6040,"2_Омское РДУ_Данные для расчета СВ №O0000000003 от 29-10-2015_2016_ПЭП_На начало года_28-04-2016 09-32-571",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,298kb,
2016-04-28 09:34:01,strueva-la,2,1,018_38_HP_CM_6040,"2_Томское РДУ_Данные для расчета СВ №T0000000003 от 29-10-2015_2016_ПЭП_На начало года_28-04-2016 09-33-411",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,268kb,
2016-04-28 09:35:07,kuzminykh,2,1,012_38_HP_CM_6040,"Microsoft Word - Report1.rtf",KUZMINYKH-SI2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,122kb,
2016-04-28 09:35:38,kuzminykh,2,1,012_38_HP_CM_6040,"Microsoft Word - Солонарь И_Л_ об определении цены договоров, зависящей от кусров валют(10756329_К5-20-9_08_05_2015).docx",KUZMINYKH-SI2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,86kb,
2016-04-28 09:36:34,demyanova-av,1,1,085_42_HP_5550,"М2-I-2-19-5068(12895093_М2-I-2-19-5068_28_04_2016).PDF",DEMYANOVA-AV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1255kb,
2016-04-28 09:37:54,yagotintseva-ea,3,1,085_42_HP_5550,"Microsoft Word - ПЗ, ПР(12885691_125_19_04_2016)",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,146kb,
2016-04-28 09:38:37,yagotintseva-ea,3,1,085_42_HP_5550,"ПЗ, ПР(12893647_125_19_04_2016).PDF",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,3283kb,
2016-04-28 09:38:53,yagotintseva-ea,1,1,085_42_HP_5550,"КИ ГКПЗ(12893646_125_19_04_2016).PDF",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,2652kb,
2016-04-28 09:39:21,yagotintseva-ea,2,1,085_42_HP_5550,"Microsoft Word - Лист согласования 125",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,110kb,
2016-04-28 09:44:22,yagotintseva-ea,3,1,085_42_HP_5550,"ПЗ_ПР пожарная сигнализация(12894178_126_19_04_2016).PDF",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,3606kb,
2016-04-28 09:44:38,yagotintseva-ea,1,1,085_42_HP_5550,"КИ ГКПЗ(12894179_126_19_04_2016).PDF",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,3136kb,
2016-04-28 09:44:52,yagotintseva-ea,2,1,085_42_HP_5550,"Microsoft Word - Лист согласования 126",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,120kb,
2016-04-28 09:46:24,strueva-la,1,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ПЗВ №89 от 29-01-2016_2016_ПЭП_На начало года_28-04-2016 09-45-301",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,104kb,
2016-04-28 09:47:18,yagotintseva-ea,1,1,085_42_HP_5550,"Microsoft Word - Лист согласования 126",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,88kb,
2016-04-28 09:47:48,strueva-la,1,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ПИШЧ №8 от 29-01-2016_2016_ПЭП_На начало года_28-04-2016 09-46-591",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,86kb,
2016-04-28 09:49:22,strueva-la,1,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ПИКД №90 от 29-01-2016_2016_ПЭП_На начало года_28-04-2016 09-48-401",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,140kb,
2016-04-28 09:52:26,yagotintseva-ea,2,1,085_42_HP_5550,"Microsoft Word - Лист согласования 129",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,118kb,
2016-04-28 09:54:59,strueva-la,1,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ППВП_мат.помощь неспис. №3 от 26-10-2015_2016_ПЭП_На начало года_28-04-2016 09-54-421",STRUEVA-LA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,88kb,
2016-04-28 09:55:16,novoselova-it,7,1,023_42_HP_CLJ_5525,"Microsoft Word - Сопроводительное письмо к релизу 165 КБП82",NOVOSELOVA-IT,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1016kb,
2016-04-28 09:55:20,rybnikova-eyu,4,1,023_42_HP_CLJ_5525,"Microsoft Word - Протокол заседания ЦК № 2 (первонач. версия)",RYBNIKOVA-EYU,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,120kb,
2016-04-28 09:55:40,strueva-la,1,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ППВП_мат.помощь неспис. №3 от 26-10-2015_2016_ПЭП_На начало года_28-04-2016 09-55-151",STRUEVA-LA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,104kb,
2016-04-28 09:56:03,strueva-la,1,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ППВП_мат.помощь неспис. №3 от 26-10-2015_2016_ПЭП_На начало года_28-04-2016 09-55-521",STRUEVA-LA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,91kb,
2016-04-28 09:56:40,strueva-la,3,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ППВП_мат.помощь неспис. №3 от 26-10-2015_2016_ПЭП_На начало года_28-04-2016 09-56-151",STRUEVA-LA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,140kb,
2016-04-28 09:57:05,strueva-la,1,1,018_38_HP_CM_6040,"2_ОДУ Сибири_ППВП_мат.помощь неспис. №3 от 26-10-2015_2016_ПЭП_На начало года_28-04-2016 09-56-551",STRUEVA-LA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,84kb,
2016-04-28 09:57:19,belova-ev,3,1,023_42_HP_CLJ_5525,"http://portal.cdu.so/common/contacts/Pages/staff.aspx?asfValue=",BELOVA-EV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,126kb,
2016-04-28 09:57:27,strakovska-iv,1,1,023_42_HP_CLJ_5525,"Microsoft Word - Протокол заседания Комиссии УДА №3-2016 дисп",STRAKOVSKA-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,80kb,
2016-04-28 09:58:18,kangun,15,1,082_42_HP_9050,"ММ по разработке ПИР_одобрены МВК 22.09.2015 №38-Д04, синхронизированы с ДМ-П36-7563.pdf",KANGUN-RV1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,14790kb,
2016-04-28 09:58:37,kabakova-es,1,1,013_38_HP_CM_6040,"блинова.xls",KABAKOVA-ES2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,76kb,
2016-04-28 09:59:54,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - Документ1",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,337kb,
2016-04-28 10:01:13,strueva-la,4,1,018_38_HP_CM_6040,"2_ОДУ Сибири_Доплаты к пенсиям НС №2 от 23-10-2015_2016_ПЭП_На начало года_28-04-2016 10-00-121",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,248kb,
2016-04-28 10:01:17,melikova,2,1,018_38_HP_CM_6040,"Microsoft Word - Аюеву_БИ_О штатной численности представительств(10827390_Б14-20-1_20_05_2015).docx",MELIKOVA-EV1,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,103kb,
2016-04-28 10:01:41,kangun,22,1,082_42_HP_9050,"ММ по разработке ПИР_одобрены МВК 22.09.2015 №38-Д04, синхронизированы с ДМ-П36-7563.pdf",KANGUN-RV1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,19047kb,
2016-04-28 10:01:48,melikova,1,1,018_38_HP_CM_6040,"Письмо о структуре Представительства ОАО СО ЕЭС в Брянской области.pdf",MELIKOVA-EV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,91kb,
2016-04-28 10:01:57,strueva-la,2,1,018_38_HP_CM_6040,"2_Алтайское РДУ_Доплаты к пенсиям НС №A0000000002 от 26-10-2015_2016_ПЭП_На начало года_28-04-2016 10-01-291",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,149kb,
2016-04-28 10:02:05,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - Реестр документов на оплату(12889483_ИА-12_3_1-1317_27_04_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,124kb,
2016-04-28 10:02:13,melikova,2,1,018_38_HP_CM_6040,"скан_ИЗМ № 1 к приказу от 19.05.2015 № 5.pdf",MELIKOVA-EV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,205kb,
2016-04-28 10:02:18,donskaya-oi,1,1,085_42_HP_5550,"Счет 58333570 от 27_04_2016 МПО Электромонтаж(12889451_ИА-12_3_1-1317_27_04_2016).PDF",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,2425kb,
2016-04-28 10:02:30,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - реестр на оплату Канцтанта_25-29_04_2016(12891451_ИА-12_3_1-1318_27_04_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,104kb,
2016-04-28 10:02:40,strueva-la,1,1,018_38_HP_CM_6040,"2_Бурятское РДУ_Доплаты к пенсиям НС №B0000000002 от 26-10-2015_2016_ПЭП_На начало года_28-04-2016 10-02-131",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,130kb,
2016-04-28 10:02:40,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - Документ1",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1104kb,
2016-04-28 10:02:52,Stepanova-mv,4,1,013_38_HP_CM_6040,"Scan.pdf",STEPANOVA-MV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,11391kb,
2016-04-28 10:02:55,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - реестр на оплату Канцтанта_11-15_04_2016(12891546_ИА-12_3_1-1320_27_04_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,103kb,
2016-04-28 10:03:06,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - Документ1",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1204kb,
2016-04-28 10:03:20,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - реестр на оплату Канцтанта_19-22_04_2016(12891998_ИА-12_3_1-1321_27_04_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,103kb,
2016-04-28 10:03:29,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - Документ1",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1245kb,
2016-04-28 10:03:38,strueva-la,1,1,018_38_HP_CM_6040,"2_Забайкальское РДУ_Доплаты к пенсиям НС №Z0000000002 от 12-10-2015_2016_ПЭП_На начало года_28-04-2016 10-03-001",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,116kb,
2016-04-28 10:03:43,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - реестр на оплату Канцтанта_05_04_2016(12892081_ИА-12_3_1-1322_27_04_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,103kb,
2016-04-28 10:03:55,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - Документ1",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,999kb,
2016-04-28 10:04:09,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - Реестр документов на оплату(12894936_ИА-12_3_1-1324_28_04_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,123kb,
2016-04-28 10:04:18,donskaya-oi,1,1,085_42_HP_5550,"Счет на оплату Связной Логистика(12894905_ИА-12_3_1-1324_28_04_2016).PDF",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,5298kb,
2016-04-28 10:05:03,strueva-la,1,1,018_38_HP_CM_6040,"2_Иркутское РДУ_Доплаты к пенсиям НС №I0000000002 от 24-10-2015_2016_ПЭП_На начало года_28-04-2016 10-03-561",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,124kb,
2016-04-28 10:05:56,melikova,2,1,018_38_HP_CM_6040,"Приказ ОДУ СВ_156 от 07_08(6425386_156_07_08_2015).PDF",MELIKOVA-EV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,10678kb,
2016-04-28 10:06:00,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - реестр на оплату(12886912_ИА-12_3_1-1316_27_04_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,107kb,
2016-04-28 10:06:22,strueva-la,2,1,018_38_HP_CM_6040,"2_Красноярское РДУ_Доплаты к пенсиям НС №Kr000000002 от 14-10-2015_2016_ПЭП_На начало года_28-04-2016 10-05-191",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,142kb,
2016-04-28 10:06:32,dmitrieva,1,1,018_38_HP_CM_6040,"ШР_Ульяновское предст_01.09.2015.xls",DMITRIEVA-SF2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,77kb,
2016-04-28 10:07:00,dmitrieva,1,1,018_38_HP_CM_6040,"ШР_Ульяновское предст_01.12.2015.xls",DMITRIEVA-SF2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,76kb,
2016-04-28 10:07:26,dmitrieva,1,1,018_38_HP_CM_6040,"Microsoft Word - О численности представительств(6392869_вх-6101_24_07_2015)",DMITRIEVA-SF2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,204kb,
2016-04-28 10:07:27,strueva-la,2,1,018_38_HP_CM_6040,"2_Кузбасское РДУ_Доплаты к пенсиям НС №k0000000002 от 17-10-2015_2016_ПЭП_На начало года_28-04-2016 10-06-371",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,143kb,
2016-04-28 10:07:50,melikova,1,1,018_38_HP_CM_6040,"Microsoft Word - О численности представительств(6392869_вх-6101_24_07_2015).DOC",MELIKOVA-EV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,204kb,
2016-04-28 10:08:31,strueva-la,1,1,018_38_HP_CM_6040,"2_Новосибирское РДУ_Доплаты к пенсиям НС №N0000000002 от 23-10-2015_2016_ПЭП_На начало года_28-04-2016 10-07-441",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,116kb,
2016-04-28 10:09:30,strueva-la,2,1,018_38_HP_CM_6040,"2_Омское РДУ_Доплаты к пенсиям НС №O0000000002 от 23-10-2015_2016_ПЭП_На начало года_28-04-2016 10-08-461",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,139kb,
2016-04-28 10:10:29,strueva-la,1,1,018_38_HP_CM_6040,"2_Томское РДУ_Доплаты к пенсиям НС №T0000000002 от 24-10-2015_2016_ПЭП_На начало года_28-04-2016 10-09-461",STRUEVA-LA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,127kb,
2016-04-28 10:10:29,samoilov,61,1,102_38_HP_CLJ_5525,"Microsoft Word - Соглашение__ФСК-СО_ОК_02_03 1(12823172_вх-8260_18_04_2016)",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1174kb,
2016-04-28 10:12:18,strueva-la,1,1,018_38_HP_CM_6040,"2_Хакасское РДУ_Доплаты к пенсиям НС №H0000000002 от 26-10-2015_2016_ПЭП_На начало года_28-04-2016 10-10-491",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,127kb,
2016-04-28 10:13:19,strueva-la,1,1,018_38_HP_CM_6040,"2_Томское РДУ_Доплаты к пенсиям НС №T0000000002 от 24-10-2015_2016_ПЭП_На начало года_28-04-2016 10-12-351",STRUEVA-LA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,127kb,
